review,sentiment,,,,,
is awake.  Still feeling sick.     But I got the blog done at least. http://plurk.com/p/x17t9,positive,,,,,
Today felt so much more crazy than it was!!  I digg the new addition to the family! there pretty cool,positive,,,,,
random night of fun  now im chillin at home.. happy mothers day!,positive,,,,,
  i agree with  come to canberra! we are the raddest!,positive,,,,,
 Skinny dipping with work colleagues?!  Maybe not.  I`d never live it down with this lot!,negative,,,,,
 A rare treat b/c we`re rarely ap and at `em that early!  But we may make opening bell at the PDX Farmers Mkt a new goal.,positive,,,,,
Dying to get my hands on the Diagnosis Murder DVD boxset but those pesky kids at Amazon still won`t deliver to Zimbabwe,negative,,,,,
"Thank you all new, first time Japa Dog customers! Twitter spreads the word! We like new customers",positive,,,,,
_Fur_Laxis It makes me feel physically sick. I read Let The Right One In and was only horrified by the cat violence.  Just horrible,negative,,,,,
 as a proper journo I would have to agree with you 100%!,positive,,,,,
Just finished watching Star Trek in IMAX. . . Could`ve watched it all night. . . Live long and prosper,positive,,,,,
 Yeah I`ve noticed  I miss Spender. But you were closer to him. How are you holding up?,negative,,,,,
My mom just came home and she FINALLY got me a guitar strap! yay!,positive,,,,,
" hahah, you own lab.hr  I own lab.ba, seems that we think in similar ways",positive,,,,,
 this picture made me cry  lol http://www.twitpic.com/671w1,negative,,,,,
 Hooray!,positive,,,,,
It`s a bad start to the day when you`re sweating your butt off before 0930 at the range,negative,,,,,
What happened with her??? Why is she being so wierd all of a sudden???,negative,,,,,
ano pa bang aasahan ko sa iyo? you never fail to FAIL me.,negative,,,,,
**** I failed in my assassination attempt on Louis  re: http://ff.im/3mrIM,negative,,,,,
" i think there`s something wrong with the video, it only loads the first 40-ish seconds",negative,,,,,
"No phone call yett... Hrmm. Maybe a call from my end is in order?  I`ll wait a bit longer, Prom nights are often `spuratic` moments.",negative,,,,,
"i`m sorry i`m neglecting you, twitter.",negative,,,,,
is wanting someone to spend her summer evening with whilst she`s in such a nice relaxed mood !,positive,,,,,
How the **** do 2833 songs fill an iPod that is supposed to hold 4000?,negative,,,,,
 I missed them at Red Rocks.  Sad couple of days.,negative,,,,,
On page 214 of 320 of Betrayed by P.C. Cast. really starting to enjoy this series,positive,,,,,
there`s something about this area that makes my tonsils swell up everyday. i don`t get it..  i feel slightly miserable. #FF done 4 now!!,negative,,,,,
Just watched hella home movies with my aunt and uncle. I miss the days where our whole family got along,negative,,,,,
" I`d be soo honoured if u cld chk out my beats, perhaps sm advice on wat I nd to do 2 improve da overall sound of my music",positive,,,,,
Ohh i forgot to tell you last night that when i was a alton towers i touched a shark  it was amazing !!!! it was nt a massive one tho,positive,,,,,
its weird how thinking about may 2nd totally changed my crappy mood to happiness...i miss  so much,positive,,,,,
"Dislocating your thumb= more painful than dislocating your toe. I was reminded of this today (thankfully, by my toe). Still feels weird",negative,,,,,
Driving home to trade cars  hopefully it makes it! http://myloc.me/21SL,positive,,,,,
 Catt i TOTALLY love your default picture! You seem like such a fun mom!,positive,,,,,
 Yeah  The entire time I was all *swoon* b/c of his eyes..... *swoons thinking about it*,negative,,,,,
"Hernia is hurting way more than usual tonight, no way I`m able to go out!",negative,,,,,
how sad was Hollyoaks,negative,,,,,
"thelma & louise, Good movie.",positive,,,,,
 yeah do you feel anything at all? I remembered I was looking at loopt on his phone and that **** was coughin all over that,negative,,,,,
"sorry  I misspelled twice already. Im notgiving you up, just have to run  ? http://blip.fm/~5jjxr",negative,,,,,
   But he`s so adorable.,positive,,,,,
Ok NOW I can hit the hay. Thank you,positive,,,,,
" I talked to Kat, that is crappy",negative,,,,,
_John Sounds like a terrific service. I`m sorry to hear about her mom.,negative,,,,,
" Yeaa I Know She is Smartier Then That, plus She Knows The real Thing Is Better Lol",positive,,,,,
Now I`m all sad because I`ll probably never see Fleetwood Mac.,negative,,,,,
 I`m glad you`re little Prissy is doing well. It`s obvious how much you love her w/the treatment she`s getting,positive,,,,,
"watching men n blk 2, wishin all the mums happy mother`s day",positive,,,,,
" Hi!good luck for the mtvawards, Im sure you`re going to win!I hope so!I Love your work! ha you speak spanish? take care",positive,,,,,
 The sweet Swiss Toblerone does his best to come soon and meet fabulous Rita in Chichester,positive,,,,,
Just got a call from my Realtor saying I have another showing on Sunday. No offers yet  but at least there is a lot of interest.,positive,,,,,
 aww bless  haha your cute Tom,positive,,,,,
"i had my chance and blew it, now i have to suffer the consequences..gnite tweeps",negative,,,,,
" Sorry Mike, was assuming it was music that was missing..I don`t know then.. a mystery..",negative,,,,,
 hehe - about NZ being the most magical place on Earth.,positive,,,,,
playing bejewled on facebook.. **** it i want a higherscore!,negative,,,,,
"Hehe, wondered wtf star wars day was and why it was the top trending topic. Now I get it.  May the Fourth be with you, also.",positive,,,,,
god i cant even catch public transport. swine flu is **** house,negative,,,,,
 hey Gerardo! (late response) that day i was talking bout forgiving my brother 4 givin me wrong directions! i got way to upset,negative,,,,,
 haha I know.  Sorry about all the typos in that last tweet...blehhh.  ps - Because I Said So is sucha cute movie..  awww,positive,,,,,
Wow. That hurt way worse than i thought it would.,negative,,,,,
 the AC tix are actually $20 but the show is sold out.  I`d have to get tix through stubhub and pay up to $70.,negative,,,,,
3 hours of sleep and a mild hangover = carelessness and the loss of a brand new ipod pouch,negative,,,,,
HEY GUYS IT`S WORKING NO NEED TO WORRY. i have tooo many followers tho ...,positive,,,,,
bout to go to bed... pretty good day for a Monday.,positive,,,,,
"_18 i emailed you the link, pretty sad uh?  RIP Jessie Kitty",negative,,,,,
Might have broken text messages.,negative,,,,,
" Thank you. Keep it down, there`s a good lad.",positive,,,,,
": no, I fell and effed my arm up today and now I have to do back drive.",negative,,,,,
I honestly hate what I have said to some ppl sometimes. sorry for makin an **** of myself to anyone.,negative,,,,,
Senior ball was hella fun!!!  good night!!!,positive,,,,,
yay that was good umm reggie perrin next.. oh who cares no1`s watching bbc1  lol,positive,,,,,
:  nice to see you on twitter!,positive,,,,,
"nothing could get worse, or could it? if it did i think id be on the verge of killing myself or someone else, things are not good anymore",negative,,,,,
My neck hurts a lot.,negative,,,,,
needs to get over this fever grrrrr....,negative,,,,,
I`m glad someone slept with me last night. My doggy  I would take a picture but I don`t see my laptop.,positive,,,,,
Kinda doing nothing. Life is boring. I feel like changing my look. Let`s go shopping tomorrow,negative,,,,,
 i love the game! that`s my show... suuuppper pissed it got cancelled!,positive,,,,,
All ready for work... except my arm,negative,,,,,
my darling dd says 'my mum is my best friend'... and she told me to tell you all she said that in here too  so I did! love ya moo (jd too),positive,,,,,
i am SOOO mad...yesterday and today...SUCKED!!!so much!,negative,,,,,
My lucky lucky friend is at a nickleback concert atm  i wish i was there,positive,,,,,
just had a great dinner with my wonderful girlfriend.,positive,,,,,
 thank you! Marc Jacobs thou ....love limited too,positive,,,,,
Has finally learned how to think before he speaks. And it works wonders,positive,,,,,
"Monday morning lying in bed instead of working is great, more bank holidays required",positive,,,,,
 oh ok thanks,positive,,,,,
 het there r u finished cleaning your pond? u shouldn`t stay too long u will get all wrinkled up!! kidding,negative,,,,,
"_Cake just  little stomach bug, nothing serious",positive,,,,,
 most definitely,positive,,,,,
after 9 weeks it has finally rained - not quite enough yet but more seems to be coming  the garden is very happy about it.,positive,,,,,
What a glorious week. My best holiday ever I think. I so don`t want to go home in the morning,positive,,,,,
IN PAIN. my big toe got stamped on during the hokey cokey. it hurts so much! anyone have any suggestions to help with it?,negative,,,,,
 Outlook not so good,negative,,,,,
"Just Saw Confessions Of A Shopoholic...Totally fell in love with Hugh Dancy`s accent!! :3 Need $20.00 for tomorrow, new top i want!!",positive,,,,,
Just got back from Kuantan Had sooooooo much FUN,positive,,,,,
Well good job to my two cousins that are graduates! Good luck in life!!!  <never wear your pajama pants to school  >,positive,,,,,
 'If there`s a camel up a hill' and 'I`ll give you plankton' ....HILARIOUS!!,positive,,,,,
Oh My God ..  sad day ..,negative,,,,,
 That is so sweet!! Have a good day,positive,,,,,
_Im_Chris and i cant get to mine  keep getting an error,negative,,,,,
" Glad to hear you`ll have your 1st tournament soon. As KSN says, 'We need more practice!'",positive,,,,,
whats the point of wisdom teeth? NOTHING! grr in so much pain and i look like a chipmunk FML,negative,,,,,
 haha it scared the **** out of me.,negative,,,,,
"  I was lucky, my mom paid for everything for me. I`ll take you shopping!",positive,,,,,
"Waiting for an email that will probably never arrive. ED later, Consti study after then hopeless bumming.",negative,,,,,
 I miss u like cotton candy  <3,negative,,,,,
ALO is so sad and quiet and empty tonight,negative,,,,,
 OmG U NasTY,negative,,,,,
"WTF? Advertising gone mad, they want access to my  camera and microphone? What for? Amazon should really know better  http://bit.ly/5FoKQ",negative,,,,,
Gooood morning!,positive,,,,,
Happy Mother`s Day.,positive,,,,,
My cankle is sore.,negative,,,,,
" I am in Kuala Lumpur. And I know I vanished, haha! I broke up with my last boyfriend, that`s why I`m back!",negative,,,,,
___ haha was it good? i bet it was,positive,,,,,
OH EMM GEE!! QUEBEC IN 16 DAYS. I AM SO EXCITED.,positive,,,,,
Loves using remote access to use my desktop from my laptop.  -- Back from Emerge once again.,positive,,,,,
_jane   hope yours will go away quicker than mine (10 weeks now and counting),positive,,,,,
Cinema tonight  it is half the price on Monday ;),positive,,,,,
Babysitting in the sun and heat. I`m getting lots of freckles,negative,,,,,
tried to swat a fly with my Buddhist magazine... bad karma,negative,,,,,
 WHEW!  I`m just going to focus on family time and more swim suit shopping for the rest of my vacay! Thanks for the kind words,positive,,,,,
 Where r u Yvonne?? Haven`t seen u in the google groups in a day or so. Miss ya.,negative,,,,,
I`m all scared and bruised.,negative,,,,,
" I think you were dreaming that!  However, my memory does suck so maybe not",negative,,,,,
" Aw, that song makes me think of girl scouts.",positive,,,,,
"God, i lOVE quizzes. when i get my phone im gonna be on it 24/7 doing facebook quizzes.",positive,,,,,
I wish the weather would be slightly less rainy so I could use the hot tub.,positive,,,,,
 i rarely sleep.. cant help it   hehe,negative,,,,,
 lol i like challenges  the more impossible the more i want to try!,positive,,,,,
 yes yes you should! Especially with wine and mushrooms!! Ummm I love mushies,positive,,,,,
soo **** stressed out...I think I could possibly lose it,positive,,,,,
